ID_cliente,Probabilidad_Churn,Churn
0196-VULGZ,0.7876462425535102,1
0197-PNKNK,0.04053943953907469,0
0201-MIBOL,0.1108716354961646,0
0201-OAMXR,0.0730085194031268,0
0203-HHYIJ,0.045217510783838614,0
0206-OYVOC,0.008556212685609025,0
0206-TBWLC,0.14844782536238654,0
0207-MDKNV,0.4648334535810956,0
0208-BPQEJ,0.10815552709133011,0
0212-ISBBF,0.5449506196363936,1
0214-JHPFW,0.01444118937081221,0
0215-BQKGS,0.2501592936902977,0
0218-QNVAS,0.08445260805240964,0
0219-QAERP,0.023880424456131324,0
0219-YTZUE,0.5610040632635896,1
0220-EBGCE,0.7177875314102838,1
0221-NAUXK,0.08659064301761758,0
0221-WMXNQ,0.5406420984526955,1
0222-CNVPT,0.1642559902993714,0
0224-HJAPT,0.4987533539771169,0
0224-NIJLP,0.03737952468144712,0
0224-RLWWD,0.6273761675778072,1
0225-ZORZP,0.5839255003425325,1
0228-MAUWC,0.26897662325890237,0
0229-LFJAF,0.006010851939802702,0
0230-UBYPQ,0.01312285350957207,0
0230-WEQUW,0.01453773373255278,0
0231-LXVAP,0.6065561957187113,1
0233-FTHAV,0.11958042978657293,0
0234-TEVTT,0.035733215610535725,0
0235-KGSLC,0.6912429186823262,1
0236-HFWSV,0.7614824408365902,1
0237-YFUTL,0.2801953421633708,0
0238-WHBIQ,0.005512013118153463,0
0239-OXEXL,0.16340902211713093,0
0244-LGNFY,0.007022477393196298,0
0247-SLUJI,0.1638865129348027,0
0248-IPDFW,0.6583085399967555,1
0248-PGHBZ,0.03990787739325042,0
0253-ZTEOB,0.02522086452428808,0
0254-FNMCI,0.060046893131807506,0
0254-KCJGT,0.042982425329197806,0
0254-WWRKD,0.011760002978034907,0
0256-LTHVJ,0.4713256248565267,0
0257-KXZGU,0.14401746759040676,0
0257-ZESQC,0.35887411131650576,0
0258-NOKBL,0.5796786896463936,1
0259-GBZSH,0.8017202501631484,1
0260-ZDLGK,0.25109441662424054,0
0263-FJTQO,0.013793663244857117,0
0264-CNITK,0.0015717818873782648,0
0265-EDXBD,0.5210209886787818,1
0265-PSUAE,0.4026987833890883,0
0266-CLZKZ,0.07189373268668833,0
0266-GMEAO,0.043188190197574895,0
0268-QKIWO,0.25942564545050634,0
0269-XFESX,0.038794581285010614,0
0270-THENM,0.005083956834460171,0
0274-JKUJR,0.36597274538424845,0
0277-BKSQP,0.3692422954024787,0
0277-ORXQS,0.013389597049443163,0
0278-YXOOG,0.16478225356576043,0
0280-XJGEX,0.41327410501592293,0
0281-CNTZX,0.004085763376004523,0
0282-NVSJS,0.35442899346701556,0
0285-INHLN,0.12826726084885073,0
0289-IVARM,0.12421815281311599,0
0292-WEGCH,0.10125410130854527,0
0295-PPHDO,0.8289001773791461,1
0295-QVKPB,0.2623403838110979,0
0297-RBCSG,0.12983540684896303,0
0298-XACET,0.016769249854338808,0
0301-FIDRB,0.01381524860530507,0
0301-KOBTQ,0.020715516178288634,0
0302-JOIVN,0.641190288079889,1
0303-UNCIP,0.08097853013531511,0
0303-WMMRN,0.23084041391778573,0
0305-SQECB,0.1525143725267643,0
0306-JAELE,0.6849236324178681,1
0307-BCOPK,0.0565123393164394,0
0308-GIQJT,0.08890649535443249,0
0308-IVGOK,0.19397465287773288,0
0310-MVLET,0.3691195629317321,0
0310-SUCIN,0.015249604603169178,0
0310-VQXAM,0.1384286160566749,0
0311-QYWSS,0.4681222499708281,0
0311-UNPFF,0.5545783659868824,1
0314-TKOSI,0.25039211779113124,0
0315-LVCRK,0.5517105500544666,1
0318-QUUOB,0.759769119274705,1
0318-ZOPWS,0.009241068446012678,0
0319-QZTCO,0.30107014976660584,0
0320-DWVTU,0.03274082668431456,0
0320-JDNQG,0.43430841964018496,0
0322-CHQRU,0.46236291958493164,0
0322-YINQP,0.40844667723325867,0
0323-XWWTN,0.09202231782310188,0
0324-BRPCJ,0.41557561404261684,0
0325-XBFAC,0.746538977500704,1
0326-VDYXE,0.2446270559469562,0
0327-WFZSY,0.28162951500809646,0
0328-GRPMV,0.7164215139881913,1
0329-GTIAJ,0.68761778391432,1
0330-BGYZE,0.14104742358111788,0
0330-IVZHA,0.5837219333685459,1
0334-GDDSO,0.7346685086786857,1
0334-ZFJSR,0.027406194248735156,0
0336-KXKFK,0.01584796604151613,0
0336-PIKEI,0.004349716837835564,0
0337-CNPZE,0.5915400355526487,1
0343-QLUZP,0.010224553042567764,0
0345-HKJVM,0.6988078186036281,1
0345-XMMUG,0.13147415541056273,0
0347-UBKUZ,0.11372428683543628,0
0348-SDKOL,0.29753581887487396,0
0354-VXMJC,0.01647446041720769,0
0354-WYROK,0.4963721015251136,0
0356-ERHVT,0.3739269917160821,0
0356-OBMAC,0.10635264942963177,0
0357-NVCRI,0.05493388814689044,0
0361-HJRDX,0.012828837646079174,0
0362-RAOQO,0.009405101778038794,0
0362-ZBZWJ,0.5158612422382556,1
0363-QJVFX,0.35851262918272325,0
0363-SVHYR,0.006252381515490029,0
0365-BZUWY,0.7166225213508649,1
0365-GXEZS,0.35623414524771363,0
0365-TRTPY,0.22222441849607186,0
0366-NQSHS,0.18909975851264255,0
0369-ZGOVK,0.1990844944605089,0
0373-AIVNJ,0.15790808922244104,0
0374-AACSZ,0.4178577649475844,0
0374-FIUCA,0.003559691691851717,0
0374-IOEGQ,0.47244232622276733,0
0375-HVGXO,0.7557117600797167,1
0376-OIWME,0.4733526459646621,0
0376-YMCJC,0.5669681331643183,1
0377-JBKKT,0.11516935746719525,0
0378-CJKPV,0.03791041545410849,0
0378-NHQXU,0.5824543497383168,1
0378-TOVMS,0.5467995883529373,1
0378-XSZPU,0.0166226394157215,0
0379-DJQHR,0.006459436356384865,0
0380-NEAVX,0.39832653812532137,0
0380-ZCSBI,0.12679993788575245,0
0383-CLDDA,0.013937694941198323,0
0384-LPITE,0.07957451434239837,0
0384-RVBPI,0.19246460312208513,0
0386-CWRGM,0.005830196782260721,0
0388-EOPEX,0.637353456223996,1
0390-DCFDQ,0.6667547330715633,1
0392-BZIUW,0.08557694043072046,0
0394-YONDK,0.0020716798162986124,0
0396-HUJBP,0.2022601118140043,0
0396-UKGAI,0.14694258306076644,0
0396-YCHWO,0.6185706442566548,1
0397-GZBBC,0.39169439340209566,0
0397-ZXWQF,0.002294312068053265,0
0401-WDBXM,0.06877731962542738,0
0402-CQAJN,0.5055154793850013,1
0402-OAMEN,0.00211260125646972,0
0404-AHASP,0.0015806771105629357,0
0404-SWRVG,0.7381422372223476,1
0406-BPDVR,0.250779406906151,0
0407-BDJKB,0.352549093422143,0
0409-WTMPL,0.18345476749298723,0
0410-IPFTY,0.38428727391137946,0
0411-EZJZE,0.5567279237196534,1
0412-UCCNP,0.01940935195470805,0
0415-MOSGF,0.402427421318677,0
0419-YAAPX,0.26068477586329614,0
0420-BWTPW,0.34127632039650463,0
0420-HLGXF,0.6725470190347239,1
0420-TXVSG,0.015199341985974541,0
0422-OHQHQ,0.04750868535539707,0
0422-UXFAP,0.35267344953287566,0
0423-UDIJQ,0.2557234336999762,0
0426-TIRNE,0.20879698335392205,0
0428-AXXLJ,0.05047638163272613,0
0428-IKYCP,0.5110383062135663,1
0430-IHCDJ,0.49108741012886653,0
0431-APWVY,0.32126998082031527,0
0432-CAJZV,0.6095933680288153,1
0434-CSFON,0.5638791143825752,1
0436-TWFFZ,0.015575483036973856,0
0439-IFYUN,0.5703116236978572,1
0440-EKDCF,0.011257728111462062,0
0440-MOGPM,0.13429256986525978,0
0440-QEXBZ,0.16359803106954202,0
0440-UEDAI,0.09326571861875955,0
0442-TDYUO,0.008974820687270055,0
0442-ZXKVS,0.18880679385624766,0
0447-BEMNG,0.12890771155074257,0
0447-RXSGD,0.5915864761554441,1
0454-OKRCT,0.05262320266367996,0
0455-ENTCR,0.011838992537056642,0
0455-XFASS,0.6523864610387096,1
0458-HEUZG,0.09387385487557212,0
0459-SPZHJ,0.010841567300351164,0
0461-CVKMU,0.2578414270405491,0
0463-TXOAK,0.00523169219164885,0
0463-WZZKO,0.24028101412084485,0
0463-ZSDNT,0.423930002829458,0
0464-WJTKO,0.0015133480631163224,0
0468-YRPXN,0.4053307054358018,0
0471-ARVMX,0.2660799321778292,0
0471-LVHGK,0.13604218473749,0
0475-RIJEP,0.3633566473968132,0
0479-HMSWA,0.2039229402646286,0
0480-BIXDE,0.6850605856558012,1
0480-KYJVA,0.0020156880776409153,0
0481-SUMCB,0.3732604419887468,0
0484-FFVBJ,0.09965287105057008,0
0484-JPBRU,0.05941453223926174,0
0485-ZBSLN,0.0027172797446475,0
0486-HECZI,0.31846538999212515,0
0486-LGCCH,0.03222903344646288,0
0487-CRLZF,0.0270554025837616,0
0487-RPVUM,0.1278305669611885,0
0487-VVUVK,0.07761991346780546,0
0488-GSLFR,0.7172535900824996,1
0489-WMEMG,0.13039366125650648,0
0491-KAPQG,0.5918183323223877,1
0495-RVCBF,0.7460993896412388,1
0495-ZBNGW,0.6728643291707186,1
0496-AHOOK,0.04891472832716455,0
0504-HHAPI,0.45420830979104193,0
0505-SPOOW,0.002053445938947081,0
0506-LVNGN,0.6199038269886419,1
0506-YLVKJ,0.007938401675156215,0
0508-OOLTO,0.6580167512601381,1
0508-SQWPL,0.004908201888922224,0
0511-JTEOY,0.5312010439929387,1
0512-FLFDW,0.25004140341472075,0
0513-RBGPE,0.029000058561521585,0
0515-YPMCW,0.5633501645816945,1
0516-OOHAR,0.20070207640707172,0
0516-QREYC,0.1236160876450115,0
0516-UXRMT,0.12142395154739288,0
0516-VRYBW,0.04293590701501081,0
0516-WJVXC,0.29106624934610437,0
0519-DRGTI,0.07350918258937134,0
0519-XUZJU,0.5317964820899581,1
0520-FDVVT,0.2823578342200575,0
0523-VNGTF,0.17467915484250868,0
0524-IAVZO,0.5874592336718014,1
0526-SXDJP,0.005755538647887177,0
0529-ONKER,0.5844646542620651,1
0530-IJVDB,0.0698345148853482,0
0531-XBKMM,0.006041826066078678,0
0531-ZZJWQ,0.3205926274560785,0
0533-BNWKF,0.34620706730587636,0
0533-UCAAU,0.04492058390842569,0
0536-ACXIP,0.12494058289250998,0
0536-BGFMZ,0.05951666573309839,0
0536-ESJEP,0.019835603542147216,0
0537-QYZZN,0.47623411155469336,0
0541-FITGH,0.4445187907526362,0
0547-HURJB,0.09552289165396495,0
0549-CYCQN,0.14556761539393248,0
0550-DCXLH,0.155207119506342,0
0556-FJEGU,0.007904413344022414,0
0557-ASKVU,0.10752887703990122,0
0559-CKHUS,0.02510969184465594,0
0562-FGDCR,0.004296333910282828,0
0562-HKHML,0.0018835938620474966,0
0562-KBDVM,0.007524526653764389,0
0564-JJHGS,0.789202647341394,1
0564-MUUQK,0.4358192884655213,0
0565-IYCGT,0.02251538996401023,0
0565-JUPYD,0.0578320876329028,0
0567-GGCAC,0.316622175168485,0
0567-XRHCU,0.011941573814056099,0
0568-ONFPC,0.24202081448862453,0
0570-BFQHT,0.5047780038626449,1
0572-ZJKLT,0.047622401577216,0
0575-CUQOV,0.22926911022815305,0
0576-WNXXC,0.5947027410981812,1
0577-WHMEV,0.4366675489950817,0
0578-SKVMF,0.391673436826696,0
0580-PIQHM,0.15363806579162595,0
0581-BXBUB,0.6033645641535854,1
0581-MDMPW,0.5750424856754354,1
0582-AVCLN,0.010744749691866836,0
0584-BJQGZ,0.13791060215399767,0
0585-EGDDA,0.32025829272708617,0
0587-DMGBH,0.4421964079663562,0
0594-UFTUL,0.13620521453085135,0
0595-ITUDF,0.16389226483345648,0
0596-BQCEQ,0.30946493473002634,0
0599-XNYDO,0.46657268026361526,0
0601-WZHJF,0.5429768867580144,1
0602-DDUML,0.00854572517689275,0
0603-OLQDC,0.23147681727427186,0
0603-TPMIB,0.004145052049933126,0
0604-THJFP,0.012300112738177816,0
0607-DAAHE,0.0037991959631059474,0
0607-MVMGC,0.04164169490363618,0
0608-JDVEC,0.007697275587993933,0
0611-DFXKO,0.5782539067424584,1
0612-RTZZA,0.6300800544394456,1
0613-WUXUM,0.0024880573235753693,0
0616-ATFGB,0.6067486932733769,1
0617-AQNWT,0.014037467232632016,0
0617-FHSGK,0.15259119602207996,0
0618-XWMSS,0.26198778464137196,0
0619-OLYUR,0.06085620642906604,0
0620-DLSLK,0.606503717455588,1
0620-XEFWH,0.14436581971321458,0
0621-CXBKL,0.004928456632483535,0
0621-HJWXJ,0.1722541781093245,0
0621-JFHOL,0.15492224827381215,0
0621-TSSMU,0.00627014117353199,0
0621-TWIEM,0.47158833443481407,0
0623-EJQEG,0.06860245525707923,0
0623-GDISB,0.4344389544724449,0
0623-IIHUG,0.5082521762988284,1
0625-AFOHS,0.013746559825651478,0
0626-QXNGV,0.003734251647446357,0
0628-CNQRM,0.05514882516488279,0
0634-SZPQA,0.5389040269494244,1
0635-WKOLD,0.032961474045527926,0
0637-KVDLV,0.7427880173080631,1
0637-UBJRP,0.41082771803540014,0
0637-YLETY,0.5642455985608891,1
0639-TSIQW,0.20619904963647026,0
0640-YJTPY,0.0013958263111934761,0
0641-EVBOJ,0.41398645106619913,0
0643-OKLRP,0.2681897871243917,0
0644-OQMDK,0.7097242374534148,1
0650-BWOZN,0.5767887001949871,1
0654-HMSHN,0.5448227220771874,1
0654-PQKDW,0.012933822636284455,0
0655-RBDUG,0.7395249960033008,1
0655-YDGFJ,0.1496509742977404,0
0657-DOGUM,0.045078135756073806,0
0661-KBKPA,0.03637942094740275,0
0661-KQHNK,0.07135351996638632,0
0661-WCQNQ,0.08021516219150009,0
0661-XEYAN,0.6371212713539617,1
0665-XHDJU,0.12505749112757683,0
0666-UXTJO,0.43672624956692574,0
0667-NSRGI,0.0757663492749058,0
0668-OGMHD,0.2807150248181116,0
0670-ANMUU,0.03771115434308458,0
0670-KDOMA,0.28634211421458144,0
0673-IGUQO,0.19576845744421056,0
0674-DGMAQ,0.5591596338382329,1
0674-EYYZV,0.5140095814295655,1
0674-GCDXG,0.0187822413982678,0
0675-NCDYU,0.052532356848530734,0
0678-RLHVP,0.16295251655892598,0
0679-IDSTG,0.7061695734853443,1
0679-TDGAK,0.02462580142416256,0
0680-DFNNY,0.7544603068051807,1
0682-USIXD,0.538724833184188,1
0684-AOSIH,0.7294907302546395,1
0685-MLYYM,0.6546429876882313,1
0687-ZVTHB,0.018726057446488743,0
0689-DSXGL,0.08329223491986143,0
0689-NKYLF,0.6781893051823907,1
0690-SRQID,0.23983435844237855,0
0691-IFBQW,0.34355686350987563,0
0691-JVSYA,0.20857749043420945,0
0691-NIKRI,0.2740447872913831,0
0696-UKTOX,0.14199381610684406,0
0697-ZMSWS,0.7587486327351366,1
0699-NDKJM,0.1315968693777404,0
0701-RFGFI,0.3942755101284456,0
0701-TJSEF,0.2807101780493929,0
0702-PGIBZ,0.7491703677270595,1
0704-VCUMB,0.0031093588415210547,0
0707-HOVVN,0.013659790362817757,0
0708-LGSMF,0.4816762740247089,0
0708-SJDIS,0.09884010676174675,0
0709-TVGUR,0.7403577921360743,1
0716-BQNDX,0.06639206485209646,0
0719-SYFRB,0.291225268848172,0
0722-SVSFK,0.6908244255380285,1
0722-TROQR,0.7774050737187734,1
0723-DRCLG,0.7927775402084396,1
0723-FDLAY,0.05955171531420809,0
0723-VSOBE,0.1055715010503897,0
0725-CXOTM,0.07212248562528763,0
0727-BMPLR,0.3759628660841355,0
0727-BNRLG,0.05244545069862297,0
0727-IWKVK,0.5897150581831596,1
0730-BGQGF,0.0057305857496817445,0
0730-KOAVE,0.3530695921192391,0
0731-EBJQB,0.01589508768887663,0
0732-OCQOC,0.008921863082148833,0
0733-VUNUW,0.2578186607024466,0
0734-OXWBT,0.20361304989170154,0
0739-UUAJR,0.018576566511573515,0
0742-LAFQK,0.07160699281953428,0
0742-MOABM,0.26069795519775374,0
0742-NXBGR,0.6735527561582708,1
0743-HNPFG,0.026117461150893004,0
0743-HRVFF,0.10082171106554423,0
0744-BIKKF,0.007286677882847405,0
0744-GKNGE,0.09124683923698737,0
0746-JTRFU,0.6568711667832989,1
0748-RDGGM,0.07065237234051173,0
0749-IRGQE,0.6102634301777944,1
0750-EBAIU,0.12548601535261675,0
0750-EKNGL,0.1506714970090327,0
0754-EEBDC,0.04566732704119084,0
0754-UKWQP,0.7802698845793027,1
0756-MPZRL,0.03057588798426506,0
0757-WCUUZ,0.023366737403495902,0
0761-AETCS,0.2807358258710554,0
0769-MURVM,0.008776451779241221,0
0771-CHWSK,0.019955119284041947,0
0771-WLCLA,0.5787560639561938,1
0772-GYEQQ,0.5776363555162465,1
0774-IFUVM,0.25794667463763327,0
0774-RMNUW,0.008405747309769396,0
0778-NELLA,0.5564438545510199,1
0780-XNZFN,0.0037518131678392153,0
0781-LKXBR,0.8164312274338731,1
0784-GTUUK,0.009555251171233568,0
0784-ZQJZX,0.0013473757460069642,0
0786-IVLAW,0.16473347077062891,0
0786-VSSUD,0.49402952768814445,0
0787-LHDYT,0.1381826361855029,0
0788-DXBFY,0.010490989090710516,0
0793-TWELN,0.6833742547646622,1
0794-YVSGE,0.0013666529695032107,0
0795-GMVQO,0.09268985166420461,0
0795-LAFGP,0.009743523315785332,0
0795-XCCTE,0.0029229311227677063,0
0799-DDIHE,0.2900838970796851,0
0804-XBFBV,0.4169090582314546,0
0804-YGEQV,0.023594910815655547,0
0807-ZABDG,0.26990485633359207,0
0810-BDHAW,0.10015334867067008,0
0810-DHDBD,0.020758478412501707,0
0811-GSDTP,0.3531588478797905,0
0812-WUPTB,0.5479617990064812,1
0813-TAXXS,0.03904770579986222,0
0815-MFZGM,0.12479593071707656,0
0816-TSPHQ,0.18748476129260233,0
0817-HSUSE,0.4237375196648465,0
0818-OCPZO,0.5392692570403326,1
0820-FNRNX,0.21806673946744076,0
0822-GAVAP,0.7074342188540358,1
0822-QGCXA,0.21973712747881421,0
0823-HSCDJ,0.2571689914536016,0
0824-VWDPO,0.12251812055270628,0
0825-CPPQH,0.0018036839370325455,0
0827-ITJPH,0.015887802815757354,0
0829-DDVLK,0.05630486092001292,0
0829-XXPLX,0.4929650393723627,0
0831-JNISG,0.0014196760491944783,0
0835-DUUIQ,0.03170194257148609,0
0835-JKADZ,0.1162717212776035,0
0836-SEYLU,0.36352770375905186,0
0839-JTCUD,0.0076002650502878044,0
0839-QNXME,0.015583844521689457,0
0840-DCNZE,0.032435272929176404,0
0840-DFEZH,0.7262691270196192,1
0841-NULXI,0.6992201034802742,1
0842-IWYCP,0.08394538152732055,0
0843-WTBXE,0.2476073832529046,0
0847-HGRML,0.0023816269362187067,0
0848-SOMKO,0.0070579142367116305,0
0848-ZGQIJ,0.5930334373274184,1
0851-DFJKB,0.21325112736293786,0
0853-NWIFK,0.24817845429137647,0
0853-TWRVK,0.02397447471594158,0
0854-UYHZD,0.031599044937397854,0
0856-NAOES,0.26124089666901107,0
0859-YGKFW,0.038553355379596824,0
0862-PRCBS,0.06101541498357546,0
0864-FVJNJ,0.09740273100680594,0
0866-QLSIR,0.06526055958632886,0
0867-LDTTC,0.2278421323648027,0
0867-MKZVY,0.4384740690072247,0
0868-VJRDR,0.044065449575351676,0
0869-PAPRP,0.5155863553617298,1
0870-VEMYL,0.20924392666796104,0
0871-OPBXW,0.2759816888557322,0
0871-URUWO,0.6816653374242134,1
0872-CASZJ,0.034630489192197175,0
0872-JCPIB,0.2684889265060849,0
0872-NXJYS,0.6891671937494734,1
0875-CABNR,0.6217099047792528,1
0876-WDUUZ,0.5260528129284332,1
0877-SDMBN,0.22410646994975453,0
0880-FVFWF,0.22891786410265078,0
0880-TKATG,0.6953678876919424,1
0883-EIBTI,0.20144666667663882,0
0885-HMGPY,0.008878895243208193,0
0886-QGENL,0.6118576684207528,1
0887-HJGAR,0.48162210752585,0
0887-WBJVH,0.199676339814353,0
0895-DQHEW,0.4415673025942934,0
0895-LMRSF,0.13938446053390605,0
0895-LNKRC,0.06893192339983739,0
0895-UADGO,0.11670019558261979,0
0897-FEGMU,0.7898126040534046,1
0898-XCGTF,0.19389914015703263,0
0899-LIIBW,0.5443284173544547,1
0899-WZRSD,0.24872916879972906,0
0902-RFHOF,0.01679581624853773,0
0902-XKXPN,0.0016161085533240732,0
0906-QVPMS,0.04064290513358879,0
0907-HQNTS,0.07326977209692777,0
0909-SDHNU,0.3041889002001094,0
0909-SELIE,0.01893788240706339,0
0913-XWSCN,0.17166909316432352,0
0916-KNFAJ,0.027521474871740042,0
0916-QOFDP,0.7688435995823752,1
0917-EZOLA,0.11497545518507382,0
0921-OHLVP,0.529217593227097,1
0923-PNFUB,0.6478650531904261,1
0924-BJCRC,0.25916804461052256,0
0925-VYDLG,0.6688754263626148,1
0927-CNGRH,0.16629152816171028,0
0927-LCSMG,0.454549349381602,0
0928-JMXNP,0.6642659625877041,1
0928-XUTSN,0.654449037466722,1
0929-HYQEW,0.3855199260676834,0
0929-PECLO,0.28255596727227655,0
0930-EHUZA,0.03664863482988479,0
0931-MHTEM,0.1386037996520187,0
0932-YIXYU,0.006617734913225962,0
0936-NQLJU,0.008785236074200073,0
0939-EREMR,0.1786514364726754,0
0939-YAPAF,0.654500044671912,1
0940-OUQEC,0.5619287685063853,1
0942-KOWSM,0.024643311231388767,0
0943-ZQPXH,0.3491737932730958,0
0945-TSONX,0.0206180714321633,0
0946-CLJTI,0.5063312428227142,1
0946-FKYTX,0.029624040492324557,0
0947-IDHRQ,0.6571470740492786,1
0947-MUGVO,0.5304357649029858,1
0952-KMEEH,0.5274519744945304,1
0953-LGOVU,0.1943114789180093,0
0956-ACVZC,0.19427942455138258,0
0956-SYCWG,0.09213060810782447,0
0958-YHXGP,0.5793261453474959,1
0959-WHOKV,0.24125339605657406,0
0960-HUWBM,0.07448839357161055,0
0961-ZWLVI,0.1705206036181132,0
0962-CQPWQ,0.0025750360948192047,0
0963-ZBDRN,0.4947030895720769,0
0967-BMLBD,0.08505032605968493,0
0968-GSIKN,0.6321731687508857,1
0969-RGKCU,0.013467968485052783,0
0970-ETWGE,0.7896926126747507,1
0970-QXPXW,0.21021133222200572,0
0971-QIFJK,0.003031073940083653,0
0973-KYVNF,0.006196530182229285,0
0975-UYDTX,0.08154563570318904,0
0975-VOOVL,0.4321486693432329,0
0979-MOZQI,0.020389782884996703,0
0979-PHULV,0.2533551363271501,0
0980-FEXWF,0.07314643180675405,0
0980-PVMRC,0.3046355253143605,0
0983-TATYJ,0.07562913172920054,0
0988-AADSA,0.007764428176726271,0
0988-JRWWP,0.4918387079892689,0
0991-BRRFB,0.2379015103291382,0
0993-OSGPT,0.01972670788552873,0
0997-YTLNY,0.14297736337073813,0
0999-QXNSA,0.40678359177737156,0
1000-AJSLD,0.2697229930446619,0
1004-NOZNR,0.08966795591636914,0
1009-IRMNA,0.16533570912091797,0
1010-DIAUQ,0.5983983298618188,1
1013-QCWAM,0.4317939093295981,0
1015-JPFYW,0.06671515549271213,0
1015-OWJKI,0.19727878027246407,0
1016-DJTSV,0.6785976324986236,1
1017-FBQMM,0.12372484773872829,0
1020-JPQOW,0.16619444114389295,0
1022-RKXDR,0.031717376910367176,0
1023-BQXZE,0.02045516085898106,0
1024-GUALD,0.6830275792322161,1
1024-KPRBB,0.28659193210616457,0
1024-VRZHF,0.6725685998421785,1
1025-FALIX,0.38876178082072005,0
1027-LKKQQ,0.007779279456280653,0
